Ticker,Name,Sector,Country,Exchange,Market Cap,Last Price,Total Return (YTD),Total Return (6M),Total Return (1Y),Total Return (3Y),Total Return (5Y),Total Return (10Y),CAGR Total Return (3Y),CAGR Total Return (5Y),CAGR Total Return (10Y),SMA (100D),SMA (150D),SMA (200D),SMA (250D),SMA (300D),Volatility (1Y),Volatility (6M),Buyback Yield (LTM),Div Yield (TTM),Total Revenues/CAGR (1Y FY),Total Revenues/CAGR (2Y FY),Total Revenues/CAGR (3Y FY),Total Revenues/CAGR (5Y FY),Total Revenues/CAGR (7Y FY),Total Revenues/CAGR (10Y FY),EBIT/CAGR (1Y FY),EBIT/CAGR (2Y FY),EBIT/CAGR (3Y FY),EBIT/CAGR (5Y FY),EBIT/CAGR (7Y FY),EBIT/CAGR (10Y FY),Gross Profit/CAGR (1Y FY),Gross Profit/CAGR (2Y FY),Gross Profit/CAGR (3Y FY),Gross Profit/CAGR (5Y FY),Gross Profit/CAGR (7Y FY),Gross Profit/CAGR (10Y FY),Net Income/CAGR (1Y FY),Net Income/CAGR (2Y FY),Net Income/CAGR (3Y FY),Net Income/CAGR (5Y FY),Net Income/CAGR (7Y FY),Net Income/CAGR (10Y FY),Total Equity/CAGR (1Y FY),Total Equity/CAGR (2Y FY),Total Equity/CAGR (3Y FY),Total Equity/CAGR (5Y FY),Total Equity/CAGR (7Y FY),Total Equity/CAGR (10Y FY),Tangible Book Value/CAGR (1Y FY),Tangible Book Value/CAGR (2Y FY),Tangible Book Value/CAGR (3Y FY),Tangible Book Value/CAGR (5Y FY),Tangible Book Value/CAGR (7Y FY),Tangible Book Value/CAGR (10Y FY)
ACCD,Accolade Inc.,Health Care,United States,NasdaqGS,769.06,10.80,-59.03,-48.37,-79.37,,,,,,,11.38,14.96,20.49,25.67,29.70,105.25,139.60,-1.53,,81.98,52.96,48.43,,,,253.08,82.07,43.02,,,,83.87,54.83,60.28,,,,143.08,54.82,29.65,,,,,,,,,,-91.40,-64.46,-47.59,,,
ACHC,Acadia Healthcare Company Inc.,Health Care,United States,NasdaqGS,6786.79,74.97,23.51,33.02,20.22,119.40,53.06,295.41,29.88,8.87,14.72,67.34,63.56,62.85,62.87,63.03,37.13,40.16,0.05,,10.74,7.35,6.71,-3.81,12.66,26.74,19.17,12.37,9.08,-2.28,12.60,41.56,15.53,9.62,8.18,-3.18,14.46,33.99,-128.36,32.29,2.75,98.78,12.61,18.51,,,,,,,-190.18,-16.10,17.61,-16.15,23.54,9.63
ACIW,ACI Worldwide Inc.,Information Technology,United States,NasdaqGS,3111.86,27.11,-21.87,-20.41,-26.19,-19.82,23.68,78.71,-7.08,4.33,5.97,28.76,30.43,30.67,31.10,32.32,33.92,36.31,4.53,,5.89,4.37,10.72,6.39,4.37,11.41,17.93,34.33,21.04,24.49,5.89,11.84,8.22,6.86,8.09,5.47,3.86,8.26,75.88,38.04,22.85,-0.27,9.53,10.79,,,,,,,-19.56,-19.89,41.86,-2.62,-4.77,22.57
ACLS,Axcelis Technologies Inc.,Information Technology,United States,NasdaqGS,1725.98,52.27,-29.90,-23.88,41.88,250.10,131.80,1056.42,51.73,18.28,27.69,61.55,63.14,61.06,57.60,54.62,61.44,72.37,3.22,,39.59,38.98,14.39,19.93,18.40,7.57,119.37,129.35,28.53,49.75,48.38,33.40,44.24,40.96,16.83,23.53,22.26,9.58,97.37,140.65,29.07,55.07,36.34,34.54,,,,,,,11.91,13.36,9.69,21.75,18.08,9.65
ACLX,Arcellx Inc.,Health Care,United States,NasdaqGS,883.69,20.19,,,,,,,,,,14.50,,,,,107.54,107.54,-15.84,,,,,,,,102.57,90.19,98.53,,,,,,,,,,102.43,90.13,98.49,,,,,,,,,,90.70,92.66,101.13,,,
ACOR,Acorda Therapeutics Inc.,Health Care,United States,NasdaqGS,10.58,0.436,-81.77,-80.97,-90.01,-98.97,-99.65,-99.72,-78.21,-67.70,-44.47,1.19,1.53,2.14,2.52,2.82,103.09,129.57,,,-15.62,-18.10,-35.07,-24.31,-14.97,-7.85,-17.62,-21.80,-9.05,48.78,6.60,3.75,-18.93,-10.92,-40.57,-28.21,-18.22,-10.53,4.38,-38.29,45.60,24.60,28.81,13.01,,,,,,,43.26,42.12,23.28,-12.41,13.64,-0.61
ACRS,Aclaris Therapeutics Inc.,Health Care,United States,NasdaqGS,1087.95,16.34,12.38,28.66,-7.47,660.00,-41.83,,96.37,-10.25,,14.62,13.92,14.44,14.66,15.57,63.93,71.89,-12.48,,4.30,26.47,3.20,,,,34.76,-15.61,-7.69,6.22,33.76,,49.22,-19.21,-10.04,,,,78.11,-24.96,-11.87,13.58,40.24,,,,,,,,523.36,74.19,0.17,2.34,37.24,
ACT,Enact Holdings Inc.,Financials,United States,NasdaqGS,3532.05,21.69,5.55,-1.90,,,,,,,,22.34,21.97,22.01,,,32.13,34.28,,6.32,1.03,6.86,9.95,,,,52.64,2.12,6.87,,,,52.64,2.12,6.87,,,,47.58,-10.18,6.42,,,,,,,,,,5.76,3.57,7.84,,,
ACTG,Acacia Research Corporation,Financials,United States,NasdaqGS,235.46,5.14,0.19,1.38,-12.59,82.27,28.50,-85.20,22.11,5.13,-17.37,4.37,4.50,4.81,5.05,5.19,52.28,54.72,6.32,,195.64,179.81,-12.52,-10.43,-5.51,-6.49,-176.86,-19.96,8.25,22.53,-16.53,-6.60,947.78,267.43,1.71,-7.24,0.83,-3.64,36.59,195.25,12.41,22.51,12.35,21.60,,,,,,,39.49,48.22,25.71,15.16,11.76,2.11
ACVA,ACV Auctions Inc.,Industrials,United States,NasdaqGS,1137.40,7.23,-61.62,-59.47,-68.80,,,,,,,11.06,12.82,14.55,15.86,17.62,61.15,68.69,0.45,,72.03,83.16,,,,,86.40,-2.36,,,,,73.63,83.92,,,,,90.59,0.62,,,,,,,,,,,-344.10,80.81,,,,
ADBE,Adobe Inc.,Information Technology,United States,NasdaqGS,182257.92,389.44,-31.32,-23.74,-35.73,28.56,173.83,1141.44,8.72,22.28,28.60,418.90,462.06,504.77,531.40,531.46,39.01,44.66,3.24,,22.67,18.87,20.46,21.94,21.04,14.11,36.94,33.24,26.89,31.18,44.90,17.10,24.89,21.06,21.12,22.56,21.68,13.93,-8.33,27.83,23.00,32.77,51.08,19.20,,,,,,,-73.43,-59.48,-54.53,-28.06,-20.82,-13.95
ADI,Analog Devices Inc.,Information Technology,United States,NasdaqGS,77939.72,149.94,-13.88,-10.35,-6.90,41.83,110.68,418.62,12.33,16.04,17.87,157.36,161.50,165.33,165.69,165.06,31.52,38.38,4.58,1.93,30.61,10.52,5.54,16.42,14.34,9.35,14.44,-0.92,-3.28,11.23,11.59,5.14,22.61,6.18,2.11,15.23,13.80,8.58,13.90,1.00,-2.65,10.04,11.99,4.83,,,,,,,6.67,-6.19,-10.06,7.38,8.02,1.80
ADP,Automatic Data Processing Inc.,Information Technology,United States,NasdaqGS,90763.92,217.27,-11.03,-8.14,9.67,41.03,129.43,460.96,12.12,18.04,18.79,215.94,219.26,219.24,216.84,213.51,24.12,29.52,2.04,1.86,2.85,3.12,4.17,5.16,5.63,4.32,1.25,5.21,8.55,8.43,9.17,6.37,3.94,2.89,5.33,6.08,6.40,4.46,5.35,6.46,11.30,11.73,8.00,7.56,,,,,,,-4.73,2.86,9.73,-1.30,-9.59,-0.46
ADPT,Adaptive Biotechnologies Corporation,Health Care,United States,NasdaqGS,1479.17,10.40,-62.94,-55.11,-72.55,-72.27,,,-34.74,,,10.21,14.18,18.76,22.19,24.73,78.29,93.52,-1.03,,56.88,34.70,40.49,,,,36.74,63.27,61.34,,,,35.12,24.32,206.43,,,,41.75,73.82,64.64,,,,,,,,,,-22.40,4.05,6.84,,,
ADSK,Autodesk Inc.,Information Technology,United States,NasdaqGS,39072.06,179.83,-36.05,-31.45,-38.93,5.86,74.05,456.58,1.91,11.70,18.70,197.68,218.47,238.35,252.63,257.79,44.77,51.54,3.78,,15.72,15.74,19.51,16.65,8.29,7.07,15.63,41.04,182.04,12.06,29.17,7.68,15.39,16.08,20.48,18.39,9.21,7.31,-58.86,52.22,83.22,-3.11,29.40,5.71,,,,,,,67.42,7.88,3.35,28.56,27.56,11.94
ADTN,ADTRAN Inc.,Information Technology,United States,NasdaqGS,1010.02,20.56,-9.12,1.56,9.07,46.05,13.29,-10.39,13.43,2.52,-1.09,18.72,19.31,19.38,19.80,19.83,41.40,40.18,-0.39,1.75,11.15,3.06,2.08,-2.43,-1.59,-2.39,926.56,-21.55,-19.94,-11.10,-11.98,-20.41,0.18,-0.35,1.91,-5.60,-4.94,-6.20,-463.12,-59.63,-23.57,-24.51,-20.91,-24.24,,,,,,,-3.41,-2.16,-6.60,-6.73,-6.71,-6.98
ADUS,Addus HomeCare Corporation,Health Care,United States,NasdaqGS,1394.32,87.63,-6.29,2.16,4.76,12.79,124.69,1776.45,4.09,17.54,34.02,82.81,83.51,84.78,85.31,86.33,41.98,44.24,-0.11,,13.04,15.43,18.72,17.04,15.62,14.15,37.10,34.39,36.92,24.27,20.69,18.79,18.76,22.83,25.50,22.27,18.23,15.97,36.20,33.72,40.03,29.99,20.49,36.70,,,,,,,-125.66,-80.17,-62.79,-39.56,-27.48,-14.73
ADV,Advantage Solutions Inc.,Communication Services,United States,NasdaqGS,1286.37,4.04,-49.63,-44.81,-59.92,,,,,,,5.38,6.04,6.65,7.19,7.97,49.49,59.18,0.79,,14.15,-2.44,-0.96,11.39,11.20,,61.75,2.91,2.51,3.42,15.09,,5.63,1.32,2.14,5.47,7.02,,-131.00,60.43,-63.89,11.13,-8.20,,,,,,,,-8.39,-19.98,-15.16,-10.97,,
AEIS,Advanced Energy Industries Inc.,Information Technology,United States,NasdaqGS,2813.94,74.92,-17.52,-16.15,-29.49,45.64,12.62,433.98,13.32,2.40,18.21,79.97,82.50,84.20,85.67,88.43,42.73,47.27,3.01,0.53,2.83,35.85,26.52,24.66,21.74,10.91,-16.44,67.24,-1.85,5.55,9.58,11.37,-1.72,31.05,14.03,16.45,16.33,10.20,0.05,44.04,-2.87,1.12,16.24,14.01,,,,,,,14.56,31.26,3.52,9.18,3.56,4.63
AEP,American Electric Power Company Inc.,Utilities,United States,NasdaqGS,48447.76,94.34,7.80,5.63,14.43,15.84,61.53,230.83,5.01,10.05,12.69,96.94,94.00,91.34,90.72,89.84,18.66,21.57,-2.53,3.26,12.56,3.88,1.21,0.50,0.36,1.06,14.00,11.11,7.16,0.38,1.79,1.94,9.91,8.55,7.39,3.61,3.73,3.55,13.09,13.80,8.95,32.43,6.19,2.51,,,,,,,9.18,6.91,5.66,5.23,4.22,4.37
AEPPZ,American Electric Power Company Inc.,Utilities,United States,NasdaqGS,48447.76,53.64,4.93,3.73,9.81,,,,,,,54.87,53.93,53.08,53.03,52.65,15.42,18.18,-2.53,5.71,12.56,3.88,1.21,0.50,0.36,1.06,14.00,11.11,7.16,0.38,1.79,1.94,9.91,8.55,7.39,3.61,3.73,3.55,13.09,13.80,8.95,32.43,6.19,2.51,,,,,,,9.18,6.91,5.66,5.23,4.22,4.37
AFIB,Acutus Medical Inc.,Health Care,United States,NasdaqGS,24.27,0.86,-74.88,-72.55,-94.37,,,,,,,1.14,1.73,3.02,5.07,6.77,146.16,180.56,-345.64,,103.96,146.72,99.75,,,,27.00,43.74,45.33,,,,110.94,56.35,43.11,,,,15.40,10.12,34.93,,,,,,,,,,-18.56,-39.46,-12.38,,,
AFRM,Affirm Holdings Inc.,Information Technology,United States,NasdaqGS,6685.28,23.34,-76.79,-70.69,-63.53,,,,,,,30.65,47.99,71.20,72.42,70.53,130.58,142.63,1.90,,70.84,81.46,,,,,241.08,69.85,,,,,168.19,181.62,,,,,282.71,89.14,,,,,,,,,,,-638.42,175.32,,,,
AGFS,AgroFresh Solutions Inc.,Materials,United States,NasdaqGS,86.35,1.64,-17.59,-27.43,-18.81,-10.38,-79.29,,-3.58,-26.98,,1.83,1.88,1.93,1.94,1.97,55.16,54.64,-0.31,,5.29,-1.21,-2.45,0.78,-1.19,,36.57,-18.68,-6.29,0.05,-21.16,,1.39,-3.25,-4.06,-2.09,-3.47,,-89.90,-68.19,-43.50,-45.38,-20.85,,,,,,,,-2.31,1.99,-3.72,-6.45,49.94,
AGIO,Agios Pharmaceuticals Inc.,Health Care,United States,NasdaqGS,1424.51,26.00,-20.90,-20.17,-54.47,-40.73,-52.65,,-15.98,-13.87,,25.06,27.40,31.53,34.64,38.32,54.10,66.12,54.14,,,,,,,,12.65,9.38,1.44,13.49,32.02,36.68,,,,,,,-590.18,97.48,66.76,51.89,62.56,52.42,,,,,,,223.40,42.02,23.40,29.22,17.24,37.68
AGNC,AGNC Investment Corp.,Real Estate,United States,NasdaqGS,5976.77,11.42,-19.55,-20.92,-23.44,-8.53,-8.60,8.82,-2.92,-1.78,0.85,12.25,13.19,13.91,14.35,14.92,24.55,30.52,0.70,12.61,-3200.00,4.19,54.04,2.83,37.09,-0.24,,,,,,,-3200.00,4.19,54.04,4.37,21.76,-0.24,-381.58,4.34,79.73,3.75,18.15,-0.28,,,,,,,-8.69,-7.07,-2.38,5.06,-1.33,2.91
AGNCM,AGNC Investment Corp.,Real Estate,United States,NasdaqGS,5976.77,20.08,-18.98,-17.48,-18.10,-1.86,,,-0.62,,,23.20,23.90,24.30,24.64,24.84,14.73,18.87,,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGNCN,AGNC Investment Corp.,Real Estate,United States,NasdaqGS,5976.77,22.50,-9.19,-8.33,-9.00,7.26,,,2.36,,,23.98,24.44,24.73,25.03,25.23,11.58,14.27,,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGNCO,AGNC Investment Corp.,Real Estate,United States,NasdaqGS,5976.77,21.10,-14.80,-13.80,-13.31,,,,,,,23.25,23.90,24.34,24.65,24.79,12.81,16.35,,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGNCP,AGNC Investment Corp.,Real Estate,United States,NasdaqGS,5976.77,19.99,-18.04,-17.25,-15.88,,,,,,,22.44,23.23,23.73,24.05,24.20,12.44,15.94,,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGYS,Agilysys Inc.,Information Technology,United States,NasdaqGS,1233.34,50.16,12.82,15.39,-9.93,123.33,387.46,500.72,30.65,37.20,19.61,40.22,40.61,42.81,45.16,46.49,51.00,49.99,0.25,,18.56,0.58,4.91,4.96,6.67,7.08,-148.67,-5.16,-9.00,-1.89,1.41,-8.22,13.60,11.99,11.18,9.74,7.78,7.42,-130.85,-56.39,-21.05,-11.18,-7.87,-11.82,,,,,,,-14.36,0.77,5.34,2.89,-5.03,-6.30
AIMC,Altra Industrial Motion Corp.,Industrials,United States,NasdaqGS,2282.27,35.08,-31.67,-30.62,-43.35,4.81,-4.75,149.42,1.58,-0.97,9.56,38.37,42.23,45.77,48.48,51.17,41.45,45.78,0.19,0.94,10.07,1.78,17.36,21.79,12.76,10.91,4.47,0.96,32.11,30.58,17.57,12.86,8.52,1.44,20.06,24.91,15.33,13.15,-208.63,-53.33,-7.76,1.96,-5.17,-3.03,,,,,,,-39.93,-29.37,-23.12,60.26,45.56,29.63
AINV,Apollo Investment Corporation,,,NasdaqGS,717.76,11.30,-6.18,-8.96,-6.58,1.38,7.70,48.34,0.46,1.49,4.02,12.51,12.71,12.83,13.00,13.21,21.54,25.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKAM,Akamai Technologies Inc.,Information Technology,United States,NasdaqGS,14772.12,92.15,-21.27,-16.64,-21.72,13.50,87.14,194.60,4.30,13.33,11.39,105.70,108.47,108.26,109.54,110.41,26.56,30.94,4.04,,8.23,9.37,8.44,8.07,8.43,11.57,11.85,17.62,24.77,11.06,7.25,10.55,6.14,7.25,7.58,7.33,7.14,12.02,16.98,16.75,29.74,15.23,10.02,12.49,,,,,,,-12.03,4.74,10.29,2.22,2.26,2.64
AKRO,Akero Therapeutics Inc.,Health Care,United States,NasdaqGS,400.31,11.43,-45.96,-42.68,-52.49,-35.97,,,-13.78,,,12.16,14.77,16.78,17.87,19.44,66.16,81.28,-0.31,,,,,,,,25.87,48.66,94.18,,,,,,,,,,27.23,51.76,7.24,,,,,,,,,,-34.63,14.62,50.19,,,
AKUS,Akouos Inc.,Health Care,United States,NasdaqGS,134.70,3.89,-54.24,-53.08,-68.60,,,,,,,3.99,5.13,6.26,7.37,8.32,98.84,127.54,-0.28,,,,,,,,77.62,90.66,127.03,,,,,,,,,,78.34,83.50,143.37,,,,,,,,,,-24.78,166.89,218.54,,,
AKYA,Akoya Biosciences Inc.,Health Care,United States,NasdaqGS,527.38,14.03,-8.36,9.78,-23.87,,,,,,,10.83,11.39,11.85,12.81,13.97,81.54,81.97,-26.35,,29.39,14.03,,,,,223.92,66.03,,,,,32.08,17.79,,,,,157.00,70.61,,,,,,,,,,,-187.87,5.36,,,,
ALCO,Alico Inc.,Consumer Staples,United States,NasdaqGS,276.11,36.50,1.26,-1.73,13.05,32.23,32.37,32.98,9.74,5.76,2.89,37.74,37.10,36.68,36.63,36.03,26.87,33.98,-0.06,5.48,17.36,-5.76,10.13,-5.52,0.61,0.97,54.00,-44.37,125.16,-8.08,2.97,-0.61,29.03,-37.16,13.56,-7.38,0.24,0.19,47.32,-4.01,38.75,37.89,20.42,17.25,,,,,,,12.08,11.78,12.20,6.98,5.79,8.05
ALEC,Alector Inc.,Health Care,United States,NasdaqGS,936.06,11.37,-44.94,-36.52,-70.94,-40.25,,,-15.75,,,11.69,14.04,16.26,18.47,19.00,69.51,69.02,-3.09,,881.54,212.40,95.59,246.27,,,-80.86,-42.56,-13.28,19.81,,,-113.02,-52.79,-26.95,5.92,,,-80.90,-41.29,-11.41,19.18,,,,,,,,,12.41,24.27,45.62,64.58,,
ALGM,Allegro MicroSystems Inc.,Information Technology,United States,NasdaqGS,3890.48,20.39,-43.64,-36.62,-24.73,,,,,,,24.90,27.03,28.28,28.48,28.09,43.44,47.09,-0.06,,30.02,8.74,2.00,,,,211.49,64.77,12.37,,,,42.04,25.54,8.79,,,,565.11,79.72,12.12,,,,,,,,,,28.14,5.28,5.97,,,
ALGN,Align Technology Inc.,Health Care,United States,NasdaqGS,20609.23,261.52,-60.21,-52.19,-57.60,-3.94,72.11,664.68,-1.33,11.45,22.53,352.26,423.71,480.38,521.52,533.93,48.92,59.40,2.51,,59.90,28.15,26.20,29.63,26.52,23.48,152.19,37.76,27.91,31.44,26.01,26.70,66.48,29.74,26.56,29.20,26.12,23.26,-56.53,32.05,24.48,32.41,26.88,27.74,,,,,,,16.38,56.07,38.26,27.64,24.41,26.06
ALGS,Aligos Therapeutics Inc.,Health Care,United States,NasdaqGS,61.05,1.43,-87.95,-63.43,-91.31,,,,,,,1.72,3.55,6.59,8.42,11.18,92.94,87.98,-130.29,,,,,,,,31.16,53.96,103.42,,,,24.91,,,,,,18.23,56.70,103.63,,,,,,,,,,-16.05,68.72,137.74,,,
ALGT,Allegiant Travel Company,Industrials,United States,NasdaqGS,2026.01,112.96,-39.61,-36.62,-40.14,-21.69,-13.29,89.77,-7.81,-2.81,6.61,146.97,158.33,165.84,170.76,177.42,44.76,49.73,-16.54,,72.50,-3.68,0.80,4.37,5.98,8.16,-155.71,-55.05,-33.64,-28.35,-14.69,-2.25,175.59,-27.23,-12.17,-8.95,-0.19,7.51,-182.49,-19.12,-2.09,-7.22,8.34,11.88,,,,,,,74.95,17.68,21.02,20.90,22.66,13.28
ALHC,Alignment Healthcare Inc.,Health Care,United States,NasdaqGS,2700.24,14.42,2.56,37.33,-35.80,,,,,,,10.33,10.46,12.57,13.88,15.56,69.70,76.74,,,21.74,24.21,,,,,3283.47,145.76,,,,,-22.56,16.06,,,,,751.81,108.94,,,,,,,,,,,-6816.01,54.38,,,,
ALKT,Alkami Technology Inc.,Information Technology,United States,NasdaqGS,1271.10,14.05,-29.96,-21.73,-59.73,,,,,,,13.34,14.86,18.04,20.31,22.68,58.80,65.43,-16.02,,35.68,43.84,,,,,41.74,-3.11,,,,,41.67,65.94,,,,,-8.83,5.75,,,,,,,,,,,-199.08,20.84,,,,
ALLK,Allakos Inc.,Health Care,United States,NasdaqGS,196.10,3.58,-63.43,-57.33,-95.76,-91.18,,,-55.42,,,4.34,11.61,32.71,43.76,52.13,110.98,75.89,-2.97,,,,,,,,72.85,72.33,81.08,73.92,,,,,,,,,75.83,77.79,83.69,73.63,,,,,,,,,-31.93,-5.20,34.28,64.99,,
ALLO,Allogene Therapeutics Inc.,Health Care,United States,NasdaqGS,1727.51,12.03,-19.37,-10.62,-49.00,-54.86,,,-23.25,,,9.12,10.59,12.76,14.88,16.72,88.64,84.08,-0.45,,,,,,,,-0.95,12.53,9.87,,,,-5.86,12.12,,,,,2.71,17.99,6.71,,,,,,,,,,-15.12,20.72,9.27,,,
ALNY,Alnylam Pharmaceuticals Inc.,Health Care,United States,NasdaqGS,18422.86,152.49,-10.08,2.94,-11.60,115.08,81.36,1084.85,29.02,12.62,28.00,147.90,151.76,160.78,166.64,164.49,48.44,43.59,-1.23,,71.31,96.01,124.21,78.07,49.51,26.14,-14.46,-13.15,-4.54,10.79,21.22,29.17,69.75,90.18,112.77,71.72,45.68,23.88,-0.64,-1.90,3.85,15.77,13.09,30.92,,,,,,,-42.12,-36.06,-23.27,-8.56,-6.42,17.43
